ra,dec,z_spec,z_err,obj_class,survey,reference
243.22091103,54.1988487,0.339941,3.6e-05,,MMT/Hectospec,Cheng+2021
242.2503376,54.3011856,0.497766,3.6e-05,,MMT/Hectospec,Cheng+2021
242.59806633,54.2751083,0.268268,3.6e-05,,MMT/Hectospec,Cheng+2021
243.23181152,54.4975243,0.349556,3.6e-05,,MMT/Hectospec,Cheng+2021
242.12242126,54.3425331,0.261277,3.6e-05,,MMT/Hectospec,Cheng+2021
241.76550865,54.4755821,0.27639,3.6e-05,,MMT/Hectospec,Cheng+2021
242.44105339,54.8719139,0.215421,3.6e-05,,MMT/Hectospec,Cheng+2021
242.97566414,54.7487411,0.442456,3.6e-05,,MMT/Hectospec,Cheng+2021
242.65620232,54.1031876,0.339178,3.6e-05,,MMT/Hectospec,Cheng+2021
241.89256668,54.6465454,0.379825,3.6e-05,,MMT/Hectospec,Cheng+2021
241.8909359,54.5897789,0.387731,3.6e-05,,MMT/Hectospec,Cheng+2021
242.76105881,54.2173805,0.459341,3.6e-05,,MMT/Hectospec,Cheng+2021
243.19464684,54.7358246,0.3898,3.6e-05,,MMT/Hectospec,Cheng+2021
242.13332176,54.0495911,0.234443,3.6e-05,,MMT/Hectospec,Cheng+2021
243.2194519,54.2794609,0.340035,3.7e-05,,MMT/Hectospec,Cheng+2021
242.22224236,54.192421,0.328059,3.7e-05,,MMT/Hectospec,Cheng+2021
241.79245949,54.3215599,0.391847,3.7e-05,,MMT/Hectospec,Cheng+2021
241.85560226,54.3406487,0.446534,3.7e-05,,MMT/Hectospec,Cheng+2021
242.26369858,54.0480423,0.388142,3.7e-05,,MMT/Hectospec,Cheng+2021
241.88261032,54.1656189,0.233438,3.7e-05,,MMT/Hectospec,Cheng+2021
242.8390789,54.5974846,0.301232,3.7e-05,,MMT/Hectospec,Cheng+2021
242.92499542,54.7053032,0.268613,3.7e-05,,MMT/Hectospec,Cheng+2021
242.16296196,54.0078697,0.233632,3.7e-05,,MMT/Hectospec,Cheng+2021
243.16411972,54.2443237,0.633992,3.7e-05,,MMT/Hectospec,Cheng+2021
241.89866066,54.1810989,0.181174,3.7e-05,,MMT/Hectospec,Cheng+2021
243.01786423,54.4488029,0.326635,3.8e-05,,MMT/Hectospec,Cheng+2021
242.89644241,54.1182938,0.262018,3.8e-05,,MMT/Hectospec,Cheng+2021
242.86952019,54.4069366,0.316399,3.8e-05,,MMT/Hectospec,Cheng+2021
242.91552544,54.3774872,0.351073,3.8e-05,,MMT/Hectospec,Cheng+2021
242.68424034,54.1840477,0.404133,3.8e-05,,MMT/Hectospec,Cheng+2021
242.63943672,54.0635147,0.263005,3.8e-05,,MMT/Hectospec,Cheng+2021
242.45235443,54.0181084,0.333292,3.8e-05,,MMT/Hectospec,Cheng+2021
243.11250687,54.5033913,0.266404,3.8e-05,,MMT/Hectospec,Cheng+2021
243.04484367,54.4682503,0.334882,3.8e-05,,MMT/Hectospec,Cheng+2021
242.2889328,54.4214287,0.153436,3.8e-05,,MMT/Hectospec,Cheng+2021
243.01033974,54.766922,0.300201,3.8e-05,,MMT/Hectospec,Cheng+2021
242.94296265,54.0878105,0.307587,3.8e-05,,MMT/Hectospec,Cheng+2021
241.97256088,54.5558777,0.263263,3.8e-05,,MMT/Hectospec,Cheng+2021
242.97881126,54.741703,0.441647,3.8e-05,,MMT/Hectospec,Cheng+2021
243.12117577,54.4100151,0.323723,3.8e-05,,MMT/Hectospec,Cheng+2021
243.13914299,54.7733116,0.490862,3.8e-05,,MMT/Hectospec,Cheng+2021
242.96896935,54.5420685,0.266176,3.8e-05,,MMT/Hectospec,Cheng+2021
242.0579052,54.3725204,0.28498,3.8e-05,,MMT/Hectospec,Cheng+2021
243.08223724,54.3615837,0.334443,3.9e-05,,MMT/Hectospec,Cheng+2021
242.10425377,54.8125267,0.441935,3.9e-05,,MMT/Hectospec,Cheng+2021
242.55921364,54.570137,0.271308,3.9e-05,,MMT/Hectospec,Cheng+2021
243.11860085,54.6307487,0.209782,3.9e-05,,MMT/Hectospec,Cheng+2021
243.18094254,54.4314232,0.32894,3.9e-05,,MMT/Hectospec,Cheng+2021
242.55063057,54.1273117,0.267493,3.9e-05,,MMT/Hectospec,Cheng+2021
242.88674355,54.8452301,0.262212,3.9e-05,,MMT/Hectospec,Cheng+2021
242.56052971,54.3552742,0.336557,3.9e-05,,MMT/Hectospec,Cheng+2021
242.8441143,54.2658844,0.460001,3.9e-05,,MMT/Hectospec,Cheng+2021
241.93144798,54.1440811,0.328995,3.9e-05,,MMT/Hectospec,Cheng+2021
242.06540108,54.5702782,0.337375,3.9e-05,,MMT/Hectospec,Cheng+2021
242.95083046,54.7184753,0.232597,3.9e-05,,MMT/Hectospec,Cheng+2021
243.09033394,54.2048225,0.28257,3.9e-05,,MMT/Hectospec,Cheng+2021
242.31279373,54.8122902,0.234198,3.9e-05,,MMT/Hectospec,Cheng+2021
241.8154335,54.5041466,0.387194,4e-05,,MMT/Hectospec,Cheng+2021
243.06570053,54.1269531,0.231969,4e-05,,MMT/Hectospec,Cheng+2021
242.5286293,54.9083672,0.235786,4e-05,,MMT/Hectospec,Cheng+2021
242.7545929,54.6926842,0.383286,4e-05,,MMT/Hectospec,Cheng+2021
242.60521889,54.4062119,0.403578,4e-05,,MMT/Hectospec,Cheng+2021
242.61606216,54.1463127,0.335492,4e-05,,MMT/Hectospec,Cheng+2021
242.00529099,54.4105492,0.337166,4e-05,,MMT/Hectospec,Cheng+2021
242.06625938,54.3622818,0.448546,4e-05,,MMT/Hectospec,Cheng+2021
242.49332428,54.8355751,0.387998,4e-05,,MMT/Hectospec,Cheng+2021
242.59820938,54.7185211,0.233174,4e-05,,MMT/Hectospec,Cheng+2021
243.15796852,54.4081039,0.324207,4e-05,,MMT/Hectospec,Cheng+2021
242.5392437,53.9896011,0.227884,4e-05,,MMT/Hectospec,Cheng+2021
242.99720764,54.3273315,0.209539,4e-05,,MMT/Hectospec,Cheng+2021
242.21111298,53.9920654,0.548964,4e-05,,MMT/Hectospec,Cheng+2021
241.99799538,54.4087906,0.33749,4e-05,,MMT/Hectospec,Cheng+2021
242.25457191,54.1241608,0.328437,4e-05,,MMT/Hectospec,Cheng+2021
242.39089966,54.3228607,0.337728,4e-05,,MMT/Hectospec,Cheng+2021
242.33991623,54.3059158,0.190309,4e-05,,MMT/Hectospec,Cheng+2021
242.10823059,54.1655464,0.234993,4e-05,,MMT/Hectospec,Cheng+2021
242.41187096,54.7190361,0.235145,4e-05,,MMT/Hectospec,Cheng+2021
242.35482216,54.8357849,0.387732,4e-05,,MMT/Hectospec,Cheng+2021
243.16151619,54.6404686,0.4924,4e-05,,MMT/Hectospec,Cheng+2021
241.8721962,54.2526894,0.373653,4e-05,,MMT/Hectospec,Cheng+2021
242.61777878,54.1577377,0.267137,4e-05,,MMT/Hectospec,Cheng+2021
242.87266731,54.7911758,0.529337,4.1e-05,,MMT/Hectospec,Cheng+2021
241.8464756,54.5366669,0.338878,4.1e-05,,MMT/Hectospec,Cheng+2021
241.78396225,54.6416931,0.388824,4.1e-05,,MMT/Hectospec,Cheng+2021
242.85933495,54.4042931,0.265505,4.1e-05,,MMT/Hectospec,Cheng+2021
243.25206757,54.6613388,0.449075,4.1e-05,,MMT/Hectospec,Cheng+2021
242.64739037,54.3949127,0.284373,4.1e-05,,MMT/Hectospec,Cheng+2021
242.04557419,54.1829796,0.338078,4.1e-05,,MMT/Hectospec,Cheng+2021
242.91701317,54.2509041,0.333324,4.1e-05,,MMT/Hectospec,Cheng+2021
243.23584557,54.6521111,0.289831,4.1e-05,,MMT/Hectospec,Cheng+2021
242.97017097,54.5041733,0.334687,4.1e-05,,MMT/Hectospec,Cheng+2021
242.90047646,54.4193192,0.316924,4.1e-05,,MMT/Hectospec,Cheng+2021
242.07856178,54.8291016,0.24335,4.1e-05,,MMT/Hectospec,Cheng+2021
242.98301697,54.3506241,0.333775,4.2e-05,,MMT/Hectospec,Cheng+2021
242.65849113,53.999218,0.393835,4.2e-05,,MMT/Hectospec,Cheng+2021
242.42088318,54.9147491,0.267412,4.2e-05,,MMT/Hectospec,Cheng+2021
243.27484131,54.2871742,0.329205,4.2e-05,,MMT/Hectospec,Cheng+2021
242.47859001,54.924633,0.354261,4.2e-05,,MMT/Hectospec,Cheng+2021
243.05726051,54.4122734,0.265481,4.2e-05,,MMT/Hectospec,Cheng+2021
242.36163139,54.4383965,0.448156,4.2e-05,,MMT/Hectospec,Cheng+2021
242.60401726,54.2264519,0.266345,4.2e-05,,MMT/Hectospec,Cheng+2021
242.88356781,54.2536507,0.3307,4.2e-05,,MMT/Hectospec,Cheng+2021
242.19926834,54.1606293,0.324638,4.2e-05,,MMT/Hectospec,Cheng+2021
241.99539185,54.2678604,0.338811,4.2e-05,,MMT/Hectospec,Cheng+2021
243.09365273,54.6032829,0.405377,4.2e-05,,MMT/Hectospec,Cheng+2021
243.20108414,54.4039803,0.318615,4.2e-05,,MMT/Hectospec,Cheng+2021
243.21722031,54.1274834,0.399291,4.2e-05,,MMT/Hectospec,Cheng+2021
242.23649025,54.335598,0.263474,4.2e-05,,MMT/Hectospec,Cheng+2021
241.96432114,54.5624008,0.388968,4.2e-05,,MMT/Hectospec,Cheng+2021
241.83566093,54.5770149,0.402664,4.2e-05,,MMT/Hectospec,Cheng+2021
242.88053513,54.2139206,0.333685,4.2e-05,,MMT/Hectospec,Cheng+2021
243.20199966,54.60849,0.210481,4.2e-05,,MMT/Hectospec,Cheng+2021
243.33944321,54.5793648,0.449518,4.2e-05,,MMT/Hectospec,Cheng+2021
243.23633194,54.3369942,0.417241,4.2e-05,,MMT/Hectospec,Cheng+2021
242.11177826,54.0744057,0.337312,4.2e-05,,MMT/Hectospec,Cheng+2021
243.11665535,54.1864128,0.292852,4.3e-05,,MMT/Hectospec,Cheng+2021
242.08293915,54.2904091,0.494357,4.3e-05,,MMT/Hectospec,Cheng+2021
242.09758759,54.3438187,0.34461,4.3e-05,,MMT/Hectospec,Cheng+2021
242.1216774,54.0808868,0.23327,4.3e-05,,MMT/Hectospec,Cheng+2021
242.43244171,54.191082,0.580901,4.3e-05,,MMT/Hectospec,Cheng+2021
243.21641922,54.6611443,0.492406,4.3e-05,,MMT/Hectospec,Cheng+2021
242.75605202,54.4256477,0.327302,4.4e-05,,MMT/Hectospec,Cheng+2021
243.07528496,54.1954002,0.282808,4.4e-05,,MMT/Hectospec,Cheng+2021
242.73859978,54.1796227,0.33864,4.4e-05,,MMT/Hectospec,Cheng+2021
242.5585556,54.05476,0.357671,4.4e-05,,MMT/Hectospec,Cheng+2021
243.25000763,54.5951729,0.328534,4.4e-05,,MMT/Hectospec,Cheng+2021
241.91170692,54.2967224,0.263417,4.4e-05,,MMT/Hectospec,Cheng+2021
242.04709053,54.4137611,0.262461,4.4e-05,,MMT/Hectospec,Cheng+2021
242.93944359,54.4066696,0.265506,4.4e-05,,MMT/Hectospec,Cheng+2021
242.04174042,54.3108025,0.19017,4.4e-05,,MMT/Hectospec,Cheng+2021
243.25198174,54.2643738,0.386297,4.4e-05,,MMT/Hectospec,Cheng+2021
243.02956581,54.4953384,0.432777,4.4e-05,,MMT/Hectospec,Cheng+2021
241.76922798,54.41819,0.41761,4.4e-05,,MMT/Hectospec,Cheng+2021
242.36537933,54.7817001,0.328357,4.4e-05,,MMT/Hectospec,Cheng+2021
243.10941696,54.1330681,0.150802,4.4e-05,,MMT/Hectospec,Cheng+2021
243.34061623,54.3281364,0.388397,4.4e-05,,MMT/Hectospec,Cheng+2021
243.16308975,54.4088898,0.432767,4.5e-05,,MMT/Hectospec,Cheng+2021
243.29755783,54.2899551,0.291308,4.5e-05,,MMT/Hectospec,Cheng+2021
243.2443428,54.390728,0.393024,4.5e-05,,MMT/Hectospec,Cheng+2021
242.01024055,54.1716042,0.235036,4.5e-05,,MMT/Hectospec,Cheng+2021
242.00374603,54.1709442,0.420515,4.5e-05,,MMT/Hectospec,Cheng+2021
242.00062752,54.1368217,0.499122,4.5e-05,,MMT/Hectospec,Cheng+2021
243.25627327,54.445137,0.264467,4.6e-05,,MMT/Hectospec,Cheng+2021
243.17785263,54.3777084,0.316738,4.6e-05,,MMT/Hectospec,Cheng+2021
243.04718971,54.1040611,0.328925,4.6e-05,,MMT/Hectospec,Cheng+2021
242.54671097,54.0763893,0.26097,4.6e-05,,MMT/Hectospec,Cheng+2021
241.89660072,54.2386475,0.261404,4.6e-05,,MMT/Hectospec,Cheng+2021
242.0475769,54.6928024,0.385501,4.6e-05,,MMT/Hectospec,Cheng+2021
242.93492317,54.6651459,0.335503,4.6e-05,,MMT/Hectospec,Cheng+2021
242.68266678,54.2838631,0.262117,4.6e-05,,MMT/Hectospec,Cheng+2021
242.41613388,54.2525673,0.264858,4.6e-05,,MMT/Hectospec,Cheng+2021
242.4234581,54.1600647,0.327752,4.6e-05,,MMT/Hectospec,Cheng+2021
241.84862137,54.6716347,0.380946,4.6e-05,,MMT/Hectospec,Cheng+2021
241.95854187,54.5384369,0.402731,4.6e-05,,MMT/Hectospec,Cheng+2021
242.02403069,54.2037926,0.56406,4.7e-05,,MMT/Hectospec,Cheng+2021
242.52290726,54.4855156,0.257722,4.7e-05,,MMT/Hectospec,Cheng+2021
242.37916946,54.5943146,0.416923,4.7e-05,,MMT/Hectospec,Cheng+2021
241.92006111,54.1226425,0.23391,4.7e-05,,MMT/Hectospec,Cheng+2021
242.73928642,54.1257973,0.338215,4.7e-05,,MMT/Hectospec,Cheng+2021
241.9261837,54.1381836,0.212552,4.7e-05,,MMT/Hectospec,Cheng+2021
243.0264473,54.5909309,0.351269,4.7e-05,,MMT/Hectospec,Cheng+2021
242.18316078,54.8373566,0.264212,4.7e-05,,MMT/Hectospec,Cheng+2021
241.84650421,54.4066811,0.283505,4.7e-05,,MMT/Hectospec,Cheng+2021
242.09458351,54.2075043,0.243082,4.8e-05,,MMT/Hectospec,Cheng+2021
241.99390411,54.3072968,0.500076,4.8e-05,,MMT/Hectospec,Cheng+2021
241.92515373,54.4309616,0.335907,4.8e-05,,MMT/Hectospec,Cheng+2021
242.58075714,54.5960274,0.235892,4.8e-05,,MMT/Hectospec,Cheng+2021
242.51180649,54.4355164,0.263056,4.8e-05,,MMT/Hectospec,Cheng+2021
242.29903221,54.6568222,0.352714,4.8e-05,,MMT/Hectospec,Cheng+2021
242.73542404,54.1742897,0.333291,4.8e-05,,MMT/Hectospec,Cheng+2021
242.56121635,54.0180092,0.47348,4.8e-05,,MMT/Hectospec,Cheng+2021
242.12805748,54.469574,0.352924,4.8e-05,,MMT/Hectospec,Cheng+2021
242.82840729,54.3288307,0.350056,4.8e-05,,MMT/Hectospec,Cheng+2021
242.18914032,54.3664932,0.390606,4.8e-05,,MMT/Hectospec,Cheng+2021
243.17112923,54.6521568,0.211742,4.8e-05,,MMT/Hectospec,Cheng+2021
242.60745049,54.1498642,0.423262,4.8e-05,,MMT/Hectospec,Cheng+2021
242.49738693,54.9007568,0.458986,4.8e-05,,MMT/Hectospec,Cheng+2021
243.06358337,54.6953773,0.209524,4.9e-05,,MMT/Hectospec,Cheng+2021
242.55097389,54.3008347,0.524243,4.9e-05,,MMT/Hectospec,Cheng+2021
241.79635048,54.2309799,0.441807,4.9e-05,,MMT/Hectospec,Cheng+2021
241.81471825,54.451252,0.172399,4.9e-05,,MMT/Hectospec,Cheng+2021
241.78078651,54.4617195,0.443785,4.9e-05,,MMT/Hectospec,Cheng+2021
243.04278374,54.4844933,0.26752,4.9e-05,,MMT/Hectospec,Cheng+2021
243.02647591,54.4604187,0.416787,4.9e-05,,MMT/Hectospec,Cheng+2021
242.09721565,54.1469612,0.234918,4.9e-05,,MMT/Hectospec,Cheng+2021
242.75364876,54.5820732,0.336329,4.9e-05,,MMT/Hectospec,Cheng+2021
242.16899872,54.8188896,0.528237,4.9e-05,,MMT/Hectospec,Cheng+2021
242.13955879,54.5068703,0.43276,4.9e-05,,MMT/Hectospec,Cheng+2021
242.90279388,54.654377,0.314168,5e-05,,MMT/Hectospec,Cheng+2021
243.04201126,54.6541595,0.235857,5e-05,,MMT/Hectospec,Cheng+2021
243.19742203,54.2657318,0.33971,5e-05,,MMT/Hectospec,Cheng+2021
243.15628052,54.4577408,0.493608,5e-05,,MMT/Hectospec,Cheng+2021
242.86986351,54.1029701,0.335088,5e-05,,MMT/Hectospec,Cheng+2021
242.92628288,54.105423,0.34135,5e-05,,MMT/Hectospec,Cheng+2021
242.38537788,54.761673,0.322411,5e-05,,MMT/Hectospec,Cheng+2021
242.0019722,54.1716003,0.233865,5e-05,,MMT/Hectospec,Cheng+2021
242.2187233,54.4919586,0.263479,5e-05,,MMT/Hectospec,Cheng+2021
243.10366631,54.1069412,0.340284,5.1e-05,,MMT/Hectospec,Cheng+2021
241.85028076,54.4248466,0.417721,5.1e-05,,MMT/Hectospec,Cheng+2021
242.74555206,54.3460312,0.337659,5.1e-05,,MMT/Hectospec,Cheng+2021
242.74100304,54.0722733,0.232585,5.1e-05,,MMT/Hectospec,Cheng+2021
242.32229233,54.2587395,0.350623,5.1e-05,,MMT/Hectospec,Cheng+2021
242.03289986,54.2567825,0.491787,5.1e-05,,MMT/Hectospec,Cheng+2021
243.02501678,54.4655533,0.416873,5.1e-05,,MMT/Hectospec,Cheng+2021
243.18620682,54.6454353,0.210994,5.1e-05,,MMT/Hectospec,Cheng+2021
243.26937675,54.6348763,0.448915,5.1e-05,,MMT/Hectospec,Cheng+2021
241.97710991,54.5773888,0.337307,5.1e-05,,MMT/Hectospec,Cheng+2021
241.97788239,54.1469269,0.235821,5.1e-05,,MMT/Hectospec,Cheng+2021
243.01383018,54.0949249,0.337405,5.2e-05,,MMT/Hectospec,Cheng+2021
241.87937737,54.2485008,0.155384,5.2e-05,,MMT/Hectospec,Cheng+2021
243.13376427,54.6645012,0.210912,5.2e-05,,MMT/Hectospec,Cheng+2021
243.14048767,54.483551,0.26588,5.2e-05,,MMT/Hectospec,Cheng+2021
242.91870117,54.3781929,0.264233,5.2e-05,,MMT/Hectospec,Cheng+2021
241.83709145,54.2842598,0.238497,5.2e-05,,MMT/Hectospec,Cheng+2021
242.8930378,54.2216187,0.265466,5.2e-05,,MMT/Hectospec,Cheng+2021
243.07336807,54.8084908,0.351867,5.2e-05,,MMT/Hectospec,Cheng+2021
243.15359116,54.1606903,0.152517,5.2e-05,,MMT/Hectospec,Cheng+2021
242.99460411,54.7937355,0.450058,5.2e-05,,MMT/Hectospec,Cheng+2021
242.81275749,54.0235825,0.476279,5.2e-05,,MMT/Hectospec,Cheng+2021
241.93119049,54.1810303,0.28964,5.2e-05,,MMT/Hectospec,Cheng+2021
243.0303669,54.837368,0.332994,5.3e-05,,MMT/Hectospec,Cheng+2021
241.74965858,54.3368874,0.238993,5.3e-05,,MMT/Hectospec,Cheng+2021
242.11306572,54.4716339,0.391022,5.3e-05,,MMT/Hectospec,Cheng+2021
242.53171921,54.8516312,0.385987,5.3e-05,,MMT/Hectospec,Cheng+2021
242.66364098,54.3731613,0.336146,5.3e-05,,MMT/Hectospec,Cheng+2021
242.17197418,54.3155556,0.260745,5.3e-05,,MMT/Hectospec,Cheng+2021
242.71436691,54.0753365,0.30683,5.3e-05,,MMT/Hectospec,Cheng+2021
243.06341171,54.5785294,0.48953,5.3e-05,,MMT/Hectospec,Cheng+2021
242.58759499,54.4579735,0.284421,5.3e-05,,MMT/Hectospec,Cheng+2021
241.81832314,54.3284035,0.385363,5.3e-05,,MMT/Hectospec,Cheng+2021
243.19876671,54.2554626,0.137244,5.4e-05,,MMT/Hectospec,Cheng+2021
243.17876816,54.4299393,0.329269,5.4e-05,,MMT/Hectospec,Cheng+2021
242.76248932,54.7264061,0.338026,5.4e-05,,MMT/Hectospec,Cheng+2021
243.29071999,54.2647438,0.328637,5.4e-05,,MMT/Hectospec,Cheng+2021
242.77155876,53.9886932,0.34898,5.4e-05,,MMT/Hectospec,Cheng+2021
241.71890259,54.4103889,0.417704,5.4e-05,,MMT/Hectospec,Cheng+2021
242.15678215,54.5175819,0.38506,5.4e-05,,MMT/Hectospec,Cheng+2021
243.23003769,54.485508,0.450364,5.4e-05,,MMT/Hectospec,Cheng+2021
242.66255379,54.4913864,0.385981,5.4e-05,,MMT/Hectospec,Cheng+2021
242.88814545,54.2862206,0.336294,5.5e-05,,MMT/Hectospec,Cheng+2021
242.98939705,54.1598663,0.399568,5.5e-05,,MMT/Hectospec,Cheng+2021
243.16480637,54.4920769,0.288723,5.5e-05,,MMT/Hectospec,Cheng+2021
241.7530632,54.2708397,0.430631,5.5e-05,,MMT/Hectospec,Cheng+2021
242.72123337,54.4257431,0.337945,5.5e-05,,MMT/Hectospec,Cheng+2021
243.30488205,54.4274178,0.319327,5.5e-05,,MMT/Hectospec,Cheng+2021
242.77650833,53.9568138,0.261388,5.5e-05,,MMT/Hectospec,Cheng+2021
243.26989174,54.4712143,0.126051,5.6e-05,,MMT/Hectospec,Cheng+2021
242.88445473,53.9966431,0.448289,5.6e-05,,MMT/Hectospec,Cheng+2021
241.73592567,54.3448792,0.338238,5.6e-05,,MMT/Hectospec,Cheng+2021
241.98529243,54.5469589,0.250368,5.6e-05,,MMT/Hectospec,Cheng+2021
243.16749573,54.1498337,0.15345,5.6e-05,,MMT/Hectospec,Cheng+2021
241.82450294,54.3673363,0.263911,5.6e-05,,MMT/Hectospec,Cheng+2021
241.97439194,54.137989,0.498964,5.6e-05,,MMT/Hectospec,Cheng+2021
243.21118355,54.6848412,0.330864,5.6e-05,,MMT/Hectospec,Cheng+2021
241.75603867,54.3829536,0.417068,5.6e-05,,MMT/Hectospec,Cheng+2021
242.71307945,54.2351151,0.266681,5.6e-05,,MMT/Hectospec,Cheng+2021
242.08159447,54.4281235,0.506422,5.6e-05,,MMT/Hectospec,Cheng+2021
243.21604729,54.5000763,0.336129,5.7e-05,,MMT/Hectospec,Cheng+2021
242.55023003,54.1864395,0.267663,5.7e-05,,MMT/Hectospec,Cheng+2021
242.15203285,54.2177086,0.337905,5.7e-05,,MMT/Hectospec,Cheng+2021
242.91832924,54.3925323,0.349695,5.7e-05,,MMT/Hectospec,Cheng+2021
242.59818077,54.1949425,0.341938,5.7e-05,,MMT/Hectospec,Cheng+2021
242.71193504,54.2943459,0.264507,5.7e-05,,MMT/Hectospec,Cheng+2021
241.81225777,54.3507462,0.263218,5.7e-05,,MMT/Hectospec,Cheng+2021
243.19716454,54.508831,0.38528,5.8e-05,,MMT/Hectospec,Cheng+2021
242.68080711,54.7229843,0.441573,5.8e-05,,MMT/Hectospec,Cheng+2021
242.93832779,54.6525917,0.351877,5.8e-05,,MMT/Hectospec,Cheng+2021
241.90930367,54.1592674,0.232962,5.8e-05,,MMT/Hectospec,Cheng+2021
242.58012772,54.3132362,0.338171,5.8e-05,,MMT/Hectospec,Cheng+2021
242.89323807,54.7162552,0.414432,5.8e-05,,MMT/Hectospec,Cheng+2021
242.03009605,54.5084305,0.390833,5.8e-05,,MMT/Hectospec,Cheng+2021
242.99188614,54.5308647,0.44997,5.8e-05,,MMT/Hectospec,Cheng+2021
242.9750061,54.650032,0.332547,5.9e-05,,MMT/Hectospec,Cheng+2021
242.83252716,54.8896751,0.385837,5.9e-05,,MMT/Hectospec,Cheng+2021
242.67751694,54.6574516,0.417943,5.9e-05,,MMT/Hectospec,Cheng+2021
242.75250435,54.3614464,0.161793,5.9e-05,,MMT/Hectospec,Cheng+2021
243.18348885,54.6282005,0.334898,5.9e-05,,MMT/Hectospec,Cheng+2021
243.18228722,54.212944,0.340111,6e-05,,MMT/Hectospec,Cheng+2021
241.82805061,54.1887398,0.374147,6e-05,,MMT/Hectospec,Cheng+2021
242.33161926,54.1893921,0.328374,6e-05,,MMT/Hectospec,Cheng+2021
242.43358612,54.7398758,0.483488,6e-05,,MMT/Hectospec,Cheng+2021
243.12257767,54.6343765,0.210668,6.1e-05,,MMT/Hectospec,Cheng+2021
241.93811417,54.1858406,0.234623,6.1e-05,,MMT/Hectospec,Cheng+2021
243.0910778,54.8118629,0.333573,6.1e-05,,MMT/Hectospec,Cheng+2021
242.35327721,54.3647118,0.441394,6.1e-05,,MMT/Hectospec,Cheng+2021
241.95118904,54.3178024,0.297475,6.1e-05,,MMT/Hectospec,Cheng+2021
241.9829464,54.4069939,0.334989,6.1e-05,,MMT/Hectospec,Cheng+2021
242.37341881,54.0965538,0.233828,6.1e-05,,MMT/Hectospec,Cheng+2021
242.7716732,54.8708038,0.387257,6.2e-05,,MMT/Hectospec,Cheng+2021
242.3406601,54.017662,0.53165,6.2e-05,,MMT/Hectospec,Cheng+2021
243.08747292,54.4712982,0.449372,6.2e-05,,MMT/Hectospec,Cheng+2021
243.14143181,54.6145897,0.501613,6.3e-05,,MMT/Hectospec,Cheng+2021
242.72134781,53.9620781,0.261988,6.3e-05,,MMT/Hectospec,Cheng+2021
243.27581406,54.2064018,0.151142,6.3e-05,,MMT/Hectospec,Cheng+2021
242.66103745,54.7460556,0.38562,6.3e-05,,MMT/Hectospec,Cheng+2021
242.87372589,54.2904282,0.336353,6.3e-05,,MMT/Hectospec,Cheng+2021
241.84556007,54.6066475,0.432466,6.3e-05,,MMT/Hectospec,Cheng+2021
242.79868126,54.2141724,0.401192,6.4e-05,,MMT/Hectospec,Cheng+2021
242.76715279,54.3060989,0.338118,6.4e-05,,MMT/Hectospec,Cheng+2021
242.21858025,53.9788361,0.339744,6.4e-05,,MMT/Hectospec,Cheng+2021
242.31734276,54.2694359,0.190277,6.4e-05,,MMT/Hectospec,Cheng+2021
241.78653717,54.2813301,0.431686,6.4e-05,,MMT/Hectospec,Cheng+2021
242.77127266,54.8392944,0.384191,6.4e-05,,MMT/Hectospec,Cheng+2021
242.23405838,54.2809029,0.944732,6.4e-05,,MMT/Hectospec,Cheng+2021
242.87057877,54.4582901,0.316318,6.4e-05,,MMT/Hectospec,Cheng+2021
242.6153183,54.3693161,0.337347,6.4e-05,,MMT/Hectospec,Cheng+2021
242.09941864,54.4084473,0.40706,6.4e-05,,MMT/Hectospec,Cheng+2021
243.15917015,54.2279663,0.338799,6.5e-05,,MMT/Hectospec,Cheng+2021
242.09856033,54.0917206,0.234695,6.5e-05,,MMT/Hectospec,Cheng+2021
241.74333572,54.293148,0.270153,6.5e-05,,MMT/Hectospec,Cheng+2021
242.40743637,54.7779007,0.234344,6.5e-05,,MMT/Hectospec,Cheng+2021
242.96808243,54.4027023,0.531839,6.5e-05,,MMT/Hectospec,Cheng+2021
242.82108307,54.0349617,0.337702,6.5e-05,,MMT/Hectospec,Cheng+2021
241.90252304,54.2747498,0.260787,6.5e-05,,MMT/Hectospec,Cheng+2021
241.78853989,54.4078751,0.446272,6.5e-05,,MMT/Hectospec,Cheng+2021
242.82769203,54.0802383,0.337385,6.5e-05,,MMT/Hectospec,Cheng+2021
242.45415688,53.9889069,0.169115,6.5e-05,,MMT/Hectospec,Cheng+2021
241.87168121,54.5582199,0.39062,6.5e-05,,MMT/Hectospec,Cheng+2021
242.35725403,54.5766373,0.526516,6.6e-05,,MMT/Hectospec,Cheng+2021
242.19815254,54.1801224,0.269517,6.6e-05,,MMT/Hectospec,Cheng+2021
242.9182148,54.398613,0.265826,6.6e-05,,MMT/Hectospec,Cheng+2021
241.9348526,54.2987823,0.391476,6.6e-05,,MMT/Hectospec,Cheng+2021
242.66318321,54.7336006,0.302894,6.7e-05,,MMT/Hectospec,Cheng+2021
242.78594971,54.8858414,0.295762,6.7e-05,,MMT/Hectospec,Cheng+2021
243.20288658,54.4615211,0.266607,6.7e-05,,MMT/Hectospec,Cheng+2021
242.76875496,54.7084885,0.385304,6.8e-05,,MMT/Hectospec,Cheng+2021
242.75007248,54.1383095,0.332803,6.8e-05,,MMT/Hectospec,Cheng+2021
